"story_id","vocabulary_id","language_code","cefr_level","sentence_id","surface","lemma","translation","part_of_speech","details","canonical_url","license"
"de-ein-besuch-beim-bauern","v2","de","A1","s1","der Bauer","der Bauer","farmer","noun","","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","v3","de","A1","s2","die Milch","die Milch","milk","noun","","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","v4","de","A1","s1","der Stand","der Stand","stand (market stall)","noun","","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","v1","de","A1","s1","wandern","wandern","to hike","verb","","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","v2","de","A1","s2","der Wald","der Wald","the forest","phrase","","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","v3","de","A1","s2","der Weg","der Weg","the path","phrase","","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","v4","de","A1","s4","der See","der See","the lake","phrase","","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","v5","de","A1","s7","die Natur","die Natur","nature","phrase","","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","v6","de","A1","s8","das Gasthaus","das Gasthaus","guesthouse / inn","phrase","","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","v1","de","A2","s6","Bericht","Bericht","report; briefing","phrase","","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","v2","de","A2","s3","Fachwortschwall","Fachwortschwall","overload of jargon","noun","","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","v3","de","A2","s3","Lieferproblems","Lieferproblems","delivery issue","noun","","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","v4","de","A2","s4","Budget","Budget","budget","noun","","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","v5","de","A2","s6","Verantwortlichen","Verantwortlichen","(here) people responsible","noun","","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","v6","de","A2","s6","Deadline","Deadline","deadline","noun","","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","v1","de","A2","s2","Brötchen","Brötchen","bread rolls; buns","phrase","","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","v2","de","A2","s3","Roggenbrot","Roggenbrot","rye bread","noun","","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","v3","de","A2","s5","Kruste","Kruste","crust","noun","","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","v4","de","A2","s5","bewusst","bewusst","deliberately; on purpose","phrase","","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","v5","de","A2","s2","Verkäuferin","Verkäuferin","sales assistant (female)","noun","","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","v6","de","A2","s4","Tüte","Tüte","(paper) bag","noun","","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","CC BY-NC 4.0"
"de-die-neue-kollegin","v1","de","A2","s1","die Agentur","die Agentur","the agency","phrase","","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","CC BY-NC 4.0"
"de-die-neue-kollegin","v2","de","A2","s2","nervös","nervös","nervous","vocabulary","","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","CC BY-NC 4.0"
"de-die-neue-kollegin","v3","de","A2","s3","der Schreibtisch","der Schreibtisch","the desk","phrase","","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","CC BY-NC 4.0"
"de-die-neue-kollegin","v4","de","A2","s6","die Aufgabe","die Aufgabe","the task","phrase","","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","CC BY-NC 4.0"
"de-die-neue-kollegin","v5","de","A2","s9","der Vorschlag","der Vorschlag","the suggestion","phrase","","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","CC BY-NC 4.0"
"de-die-neue-kollegin","v6","de","A2","s9","stolz","stolz","proud","vocabulary","","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","CC BY-NC 4.0"
"de-ein-wochenende-am-see","v1","de","A2","s1","der See","der See","the lake","phrase","","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","CC BY-NC 4.0"
"de-ein-wochenende-am-see","v2","de","A2","s2","die Hütte","die Hütte","the cabin","phrase","","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","CC BY-NC 4.0"
"de-ein-wochenende-am-see","v3","de","A2","s4","sammelten Holz","sammelten Holz","collected wood","phrase","","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","CC BY-NC 4.0"
"de-ein-wochenende-am-see","v4","de","A2","s5","plötzlich","plötzlich","suddenly","vocabulary","","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","CC BY-NC 4.0"
"de-ein-wochenende-am-see","v5","de","A2","s6","zurück","zurück","back","vocabulary","","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","CC BY-NC 4.0"
"de-ein-wochenende-am-see","v6","de","A2","s9","der Nebel","der Nebel","the fog","phrase","","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","v1","de","A2","s1","Brötchen","Brötchen","bread roll","noun","","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","v2","de","A2","s2","Verkäuferin","Verkäuferin","saleswoman","noun","","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","v3","de","A2","s3","Roggenbrot","Roggenbrot","rye bread","noun","","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","v4","de","A2","s3","Papiertüte","Papiertüte","paper bag","noun","","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","v5","de","A2","s2","Becher","Becher","cup","noun","","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","v6","de","A2","s1","Bäckerei","Bäckerei","bakery","noun","","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","CC BY-NC 4.0"
"de-spaete-im-supermarkt","v1","de","A2","s1","Supermarkt","Supermarkt","supermarket","noun","","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","CC BY-NC 4.0"
"de-spaete-im-supermarkt","v2","de","A2","s1","Kühlschrank","Kühlschrank","refrigerator","noun","","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","CC BY-NC 4.0"
"de-spaete-im-supermarkt","v3","de","A2","s2","Joghurt","Joghurt","yogurt","noun","","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","CC BY-NC 4.0"
"de-spaete-im-supermarkt","v4","de","A2","s3","Pfandflasche","Pfandflasche","deposit-return bottle","noun","","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","CC BY-NC 4.0"
"de-spaete-im-supermarkt","v5","de","A2","s4","Kassiererin","Kassiererin","cashier (female)","noun","","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","CC BY-NC 4.0"
"de-spaete-im-supermarkt","v6","de","A2","s4","Pfandbon","Pfandbon","deposit voucher slip","noun","","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","CC BY-NC 4.0"
"de-zugfahrt-nach-muenchen","v1","de","A2","s1","Reservierung","Reservierung","seat reservation","noun","","https://melolingua.com/learn-german/a2-stories/zugfahrt-nach-muenchen","CC BY-NC 4.0"
"de-zugfahrt-nach-muenchen","v2","de","A2","s2","Gleis","Gleis","platform; track","phrase","","https://melolingua.com/learn-german/a2-stories/zugfahrt-nach-muenchen","CC BY-NC 4.0"
"de-zugfahrt-nach-muenchen","v3","de","A2","s2","Durchsage","Durchsage","announcement","noun","","https://melolingua.com/learn-german/a2-stories/zugfahrt-nach-muenchen","CC BY-NC 4.0"
"de-zugfahrt-nach-muenchen","v4","de","A2","s2","Schaffner","Schaffner","conductor; train attendant","phrase","","https://melolingua.com/learn-german/a2-stories/zugfahrt-nach-muenchen","CC BY-NC 4.0"
"de-zugfahrt-nach-muenchen","v5","de","A2","s3","Abteil","Abteil","train compartment","noun","","https://melolingua.com/learn-german/a2-stories/zugfahrt-nach-muenchen","CC BY-NC 4.0"
"de-zugfahrt-nach-muenchen","v6","de","A2","s4","Ausgang","Ausgang","exit","noun","","https://melolingua.com/learn-german/a2-stories/zugfahrt-nach-muenchen","CC BY-NC 4.0"
"de-der-neue-mitbewohner","v1","de","B1","s1","der Mitbewohner","der Mitbewohner","roommate","phrase","","https://melolingua.com/learn-german/b1-stories/der-neue-mitbewohner","CC BY-NC 4.0"
"de-der-neue-mitbewohner","v2","de","B1","s1","die Wohnung","die Wohnung","apartment","phrase","","https://melolingua.com/learn-german/b1-stories/der-neue-mitbewohner","CC BY-NC 4.0"
"de-der-neue-mitbewohner","v3","de","B1","s2","der Koffer","der Koffer","suitcase","phrase","","https://melolingua.com/learn-german/b1-stories/der-neue-mitbewohner","CC BY-NC 4.0"
"de-der-neue-mitbewohner","v4","de","B1","s6","das Zimmer","das Zimmer","room","phrase","","https://melolingua.com/learn-german/b1-stories/der-neue-mitbewohner","CC BY-NC 4.0"
"de-der-neue-mitbewohner","v5","de","B1","s9","zusammen","zusammen","together","vocabulary","","https://melolingua.com/learn-german/b1-stories/der-neue-mitbewohner","CC BY-NC 4.0"
"de-der-neue-mitbewohner","v6","de","B1","s12","die Wohngemeinschaft","die Wohngemeinschaft","shared apartment","phrase","","https://melolingua.com/learn-german/b1-stories/der-neue-mitbewohner","CC BY-NC 4.0"
"de-die-wohnungssuche","v1","de","B1","s5","der Vermieter","der Vermieter","landlord","noun","","https://melolingua.com/learn-german/b1-stories/die-wohnungssuche","CC BY-NC 4.0"
"de-die-wohnungssuche","v2","de","B1","s3","die Besichtigung","die Besichtigung","viewing (of a property)","noun","","https://melolingua.com/learn-german/b1-stories/die-wohnungssuche","CC BY-NC 4.0"
"de-ein-besuch-im-pergamonmuseum","v1","de","B1","s4","Ausstellung","Ausstellung","exhibit; exhibition wing","phrase","","https://melolingua.com/learn-german/b1-stories/ein-besuch-im-pergamonmuseum","CC BY-NC 4.0"
"de-ein-besuch-im-pergamonmuseum","v2","de","B1","s2","Texttafeln","Texttafeln","info panels beside exhibits","noun","","https://melolingua.com/learn-german/b1-stories/ein-besuch-im-pergamonmuseum","CC BY-NC 4.0"
"de-ein-besuch-im-pergamonmuseum","v3","de","B1","s3","Relief","Relief","(art) sculpted raised surface","noun","","https://melolingua.com/learn-german/b1-stories/ein-besuch-im-pergamonmuseum","CC BY-NC 4.0"
"de-ein-besuch-im-pergamonmuseum","v4","de","B1","s4","Restitution","Restitution","(cultural) returns debate","noun","","https://melolingua.com/learn-german/b1-stories/ein-besuch-im-pergamonmuseum","CC BY-NC 4.0"
"de-ein-besuch-im-pergamonmuseum","v5","de","B1","s1","Fußnote","Fußnote","(here) trivia footnote metaphor","noun","","https://melolingua.com/learn-german/b1-stories/ein-besuch-im-pergamonmuseum","CC BY-NC 4.0"
"de-ein-besuch-im-pergamonmuseum","v6","de","B1","s2","zweisprachigen Texttafeln","zweisprachigen Texttafeln","bilingual information panels","phrase","","https://melolingua.com/learn-german/b1-stories/ein-besuch-im-pergamonmuseum","CC BY-NC 4.0"
"de-im-biergarten","v1","de","B1","s1","der Biergarten","der Biergarten","beer garden","phrase","","https://melolingua.com/learn-german/b1-stories/im-biergarten","CC BY-NC 4.0"
"de-im-biergarten","v2","de","B1","s6","die Freunde","die Freunde","friends","phrase","","https://melolingua.com/learn-german/b1-stories/im-biergarten","CC BY-NC 4.0"
"de-im-biergarten","v3","de","B1","s4","die Brezel","die Brezel","pretzel","phrase","","https://melolingua.com/learn-german/b1-stories/im-biergarten","CC BY-NC 4.0"
"de-im-biergarten","v4","de","B1","s4","die Kellnerin","die Kellnerin","waitress","phrase","","https://melolingua.com/learn-german/b1-stories/im-biergarten","CC BY-NC 4.0"
"de-im-biergarten","v5","de","B1","s8","der Urlaub","der Urlaub","vacation","phrase","","https://melolingua.com/learn-german/b1-stories/im-biergarten","CC BY-NC 4.0"
"de-im-biergarten","v6","de","B1","s12","dunkel","dunkel","dark","vocabulary","","https://melolingua.com/learn-german/b1-stories/im-biergarten","CC BY-NC 4.0"
"de-lichtinstallation-im-museum","v1","de","B1","s1","Lichtinstallation","Lichtinstallation","light installation","noun","","https://melolingua.com/learn-german/b1-stories/lichtinstallation-im-museum","CC BY-NC 4.0"
"de-lichtinstallation-im-museum","v2","de","B1","s2","Projektoren","Projektoren","projectors","noun","","https://melolingua.com/learn-german/b1-stories/lichtinstallation-im-museum","CC BY-NC 4.0"
"de-lichtinstallation-im-museum","v3","de","B1","s2","Kuratoren","Kuratoren","curators","noun","","https://melolingua.com/learn-german/b1-stories/lichtinstallation-im-museum","CC BY-NC 4.0"
"de-lichtinstallation-im-museum","v4","de","B1","s5","Klimaanlage","Klimaanlage","air conditioning","noun","","https://melolingua.com/learn-german/b1-stories/lichtinstallation-im-museum","CC BY-NC 4.0"
"de-lichtinstallation-im-museum","v5","de","B1","s4","kitschig","kitschig","kitschy","vocabulary","","https://melolingua.com/learn-german/b1-stories/lichtinstallation-im-museum","CC BY-NC 4.0"
"de-lichtinstallation-im-museum","v6","de","B1","s3","Halle","Halle","hall","noun","","https://melolingua.com/learn-german/b1-stories/lichtinstallation-im-museum","CC BY-NC 4.0"
"de-roadmap-im-team-meeting","v1","de","B1","s1","Reporting","Reporting","(software) reporting module","noun","","https://melolingua.com/learn-german/b1-stories/roadmap-im-team-meeting","CC BY-NC 4.0"
"de-roadmap-im-team-meeting","v2","de","B1","s2","manuelle Tests","manuelle Tests","manual tests","phrase","","https://melolingua.com/learn-german/b1-stories/roadmap-im-team-meeting","CC BY-NC 4.0"
"de-roadmap-im-team-meeting","v3","de","B1","s4","Vertriebsexpertinnen","Vertriebsexpertinnen","sales specialists (f.)","noun","","https://melolingua.com/learn-german/b1-stories/roadmap-im-team-meeting","CC BY-NC 4.0"
"de-roadmap-im-team-meeting","v4","de","B1","s5","Taskboard","Taskboard","task board tool","noun","","https://melolingua.com/learn-german/b1-stories/roadmap-im-team-meeting","CC BY-NC 4.0"
"de-roadmap-im-team-meeting","v5","de","B1","s4","Verzögerung","Verzögerung","delay","noun","","https://melolingua.com/learn-german/b1-stories/roadmap-im-team-meeting","CC BY-NC 4.0"
"de-roadmap-im-team-meeting","v6","de","B1","s5","Deadlines","Deadlines","deadlines (loanword)","noun","","https://melolingua.com/learn-german/b1-stories/roadmap-im-team-meeting","CC BY-NC 4.0"
"de-das-abendessen-mit-freunden","v1","de","B2","s1","das Abendessen","das Abendessen","dinner, evening meal","noun","","https://melolingua.com/learn-german/b2-stories/das-abendessen-mit-freunden","CC BY-NC 4.0"
"de-das-dorf-im-schwarzwald","v1","de","B2","s1","der Schwarzwald","der Schwarzwald","Black Forest","noun","","https://melolingua.com/learn-german/b2-stories/das-dorf-im-schwarzwald","CC BY-NC 4.0"
"de-das-dorf-im-schwarzwald","v2","de","B2","s1","das Fest","das Fest","festival, celebration","noun","","https://melolingua.com/learn-german/b2-stories/das-dorf-im-schwarzwald","CC BY-NC 4.0"
"de-das-dorf-im-schwarzwald","v3","de","B2","s4","die Wahrheit","die Wahrheit","truth","noun","","https://melolingua.com/learn-german/b2-stories/das-dorf-im-schwarzwald","CC BY-NC 4.0"
"de-der-kunstmarkt","v1","de","B2","s1","der Kunstmarkt","der Kunstmarkt","art market","noun","","https://melolingua.com/learn-german/b2-stories/der-kunstmarkt","CC BY-NC 4.0"
"de-der-kunstmarkt","v2","de","B2","s7","die Originalität","die Originalität","originality","noun","","https://melolingua.com/learn-german/b2-stories/der-kunstmarkt","CC BY-NC 4.0"
"de-der-kunstmarkt","v3","de","B2","s3","der Galerist","der Galerist","gallery owner","noun","","https://melolingua.com/learn-german/b2-stories/der-kunstmarkt","CC BY-NC 4.0"
"de-der-testtag","v1","de","B2","s1","der Testtag","der Testtag","test day","noun","","https://melolingua.com/learn-german/b2-stories/der-testtag","CC BY-NC 4.0"
"de-der-testtag","v2","de","B2","s4","der Fehler","der Fehler","error, flaw","noun","","https://melolingua.com/learn-german/b2-stories/der-testtag","CC BY-NC 4.0"
"de-der-testtag","v3","de","B2","s10","der Rückruf","der Rückruf","recall (product recall)","noun","","https://melolingua.com/learn-german/b2-stories/der-testtag","CC BY-NC 4.0"
"de-die-fusion","v1","de","B2","s1","die Fusion","die Fusion","merger","noun","","https://melolingua.com/learn-german/b2-stories/die-fusion","CC BY-NC 4.0"
"de-die-fusion","v2","de","B2","s5","der Mediator","der Mediator","mediator","noun","","https://melolingua.com/learn-german/b2-stories/die-fusion","CC BY-NC 4.0"
"de-die-reise-nach-hamburg","v1","de","B2","s1","der Anschlusszug","der Anschlusszug","connecting train","noun","","https://melolingua.com/learn-german/b2-stories/die-reise-nach-hamburg","CC BY-NC 4.0"
"de-die-reise-nach-hamburg","v2","de","B2","s1","die Verspätung","die Verspätung","delay","noun","","https://melolingua.com/learn-german/b2-stories/die-reise-nach-hamburg","CC BY-NC 4.0"
"es-el-cafe-de-la-manana","v1","es","A1","s1","despierta","despierta","wakes up","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-cafe-de-la-manana","CC BY-NC 4.0"
"es-el-cafe-de-la-manana","v2","es","A1","s2","cocina","cocina","kitchen","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-cafe-de-la-manana","CC BY-NC 4.0"
"es-el-cafe-de-la-manana","v3","es","A1","s3","fuerte","fuerte","strong","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-cafe-de-la-manana","CC BY-NC 4.0"
"es-el-cafe-de-la-manana","v4","es","A1","s4","ventana","ventana","window","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-cafe-de-la-manana","CC BY-NC 4.0"
"es-el-cafe-de-la-manana","v5","es","A1","s5","sonríe","sonríe","smiles","verb","","https://melolingua.com/learn-spanish/a1-stories/el-cafe-de-la-manana","CC BY-NC 4.0"
"es-el-cafe-de-la-manana","v6","es","A1","s8","camina","camina","walks","verb","","https://melolingua.com/learn-spanish/a1-stories/el-cafe-de-la-manana","CC BY-NC 4.0"
"es-el-mercado","v1","es","A1","s1","mercado","mercado","market","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-mercado","CC BY-NC 4.0"
"es-el-mercado","v2","es","A1","s2","lleno","lleno","full","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-mercado","CC BY-NC 4.0"
"es-el-mercado","v3","es","A1","s3","verduras","verduras","vegetables","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-mercado","CC BY-NC 4.0"
"es-el-mercado","v4","es","A1","s5","vendedor","vendedor","seller","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-mercado","CC BY-NC 4.0"
"es-el-mercado","v5","es","A1","s6","compra","compra","buys","verb","","https://melolingua.com/learn-spanish/a1-stories/el-mercado","CC BY-NC 4.0"
"es-el-mercado","v6","es","A1","s8","cocina","cocina","cooks","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-mercado","CC BY-NC 4.0"
"es-el-parque","v1","es","A1","s1","perro","perro","dog","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-parque","CC BY-NC 4.0"
"es-el-parque","v2","es","A1","s2","árboles","árboles","trees","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-parque","CC BY-NC 4.0"
"es-el-parque","v3","es","A1","s2","corre","corre","runs","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-parque","CC BY-NC 4.0"
"es-el-parque","v4","es","A1","s3","banco","banco","bench","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-parque","CC BY-NC 4.0"
"es-el-parque","v5","es","A1","s4","acariciar","acariciar","to pet","verb","","https://melolingua.com/learn-spanish/a1-stories/el-parque","CC BY-NC 4.0"
"es-el-parque","v6","es","A1","s8","juntos","juntos","together","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-parque","CC BY-NC 4.0"
"es-el-puesto-de-churros","v1","es","A1","s1","aceite caliente","aceite caliente","hot cooking oil","phrase","","https://melolingua.com/learn-spanish/a1-stories/el-puesto-de-churros","CC BY-NC 4.0"
"es-el-puesto-de-churros","v2","es","A1","s2","carrito","carrito","small cart / stall wagon","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-puesto-de-churros","CC BY-NC 4.0"
"es-el-puesto-de-churros","v3","es","A1","s2","chocolate espeso","chocolate espeso","thick hot chocolate","phrase","","https://melolingua.com/learn-spanish/a1-stories/el-puesto-de-churros","CC BY-NC 4.0"
"es-el-puesto-de-churros","v4","es","A1","s6","crujiente","crujiente","crispy","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-puesto-de-churros","CC BY-NC 4.0"
"es-el-puesto-de-churros","v5","es","A1","s6","merienda","merienda","afternoon snack","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/el-puesto-de-churros","CC BY-NC 4.0"
"es-el-puesto-de-churros","v6","es","A1","s5","muchas gracias","muchas gracias","thank you very much","phrase","","https://melolingua.com/learn-spanish/a1-stories/el-puesto-de-churros","CC BY-NC 4.0"
"es-la-cena","v1","es","A1","s1","cena","cena","dinner","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-la-cena","v2","es","A1","s1","abuela","abuela","grandmother","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-la-cena","v3","es","A1","s2","mesa","mesa","table","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-la-cena","v4","es","A1","s4","olor","olor","smell","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-la-cena","v5","es","A1","s7","cuentan","cuentan","they tell","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-la-cena","v6","es","A1","s8","junta","junta","together","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/la-cena","CC BY-NC 4.0"
"es-mi-nuevo-vecino","v1","es","A1","s1","vecino","vecino","neighbor","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/mi-nuevo-vecino","CC BY-NC 4.0"
"es-mi-nuevo-vecino","v2","es","A1","s1","edificio","edificio","building","vocabulary","","https://melolingua.com/learn-spanish/a1-stories/mi-nuevo-vecino","CC BY-NC 4.0"
