"story_id","sentence_id","language_code","language_name","locale","cefr_level","canonical_url","text","translation","license"
"de-der-supermarkt-am-samstag","s1","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/der-supermarkt-am-samstag","Lina geht am Samstag in den Supermarkt neben dem Park. Viele Leute schieben laute Wagen zwischen Regalen voller Brot und Joghurt.","On Saturday, Lina strolls to the supermarket beside the park. Many people push noisy carts between shelves brimming with bread and yogurt.","CC BY-NC 4.0"
"de-der-supermarkt-am-samstag","s2","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/der-supermarkt-am-samstag","Sie findet frische Äpfel, Milch und eine kleine Butter für den Kuchen. Am Kassenband wartet sie geduldig mit Münzen in der Hand.","She finds fresh apples, milk, and a small pack of butter for the cake. At the checkout, she waits patiently with coins in hand.","CC BY-NC 4.0"
"de-der-supermarkt-am-samstag","s3","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/der-supermarkt-am-samstag","Die Kassiererin fragt, ob sie noch eine Tasche braucht, und Lina nickt. Sie zahlt langsam, nimmt den Kassenbon und sagt danke.","The cashier asks if she needs another bag, and Lina nods. She pays slowly, takes the receipt, and says thank you.","CC BY-NC 4.0"
"de-der-supermarkt-am-samstag","s4","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/der-supermarkt-am-samstag","Draußen riecht die Straße nach dem Regen von gestern, aber ihr Einkauf bleibt trocken im Stoffbeutel.","Outside, the street smells of yesterday's rain, but her shopping stays dry in the fabric bag.","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s1","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Am Samstag kommt Lina mit ihrer Mama zu einem kleinen Stand. Ein freundlicher Bauer sitzt hinter einem Tisch voller Äpfel und Käse.","On Saturday Lina comes with her mom to a small stand. A friendly farmer sits behind a table full of apples and cheese.","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s2","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Lina möchte frische Milch kaufen. Der Bauer lächelt und sagt: „Komm, ich zeige dir meine Kühe!“","Lina wants to buy fresh milk. The farmer smiles and says: ""Come, I'll show you my cows!""","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s3","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Hinter dem Stand steht eine große Kuh mit braunen und weißen Flecken. Die Kuh schaut Lina an und macht „Muh!“.","Behind the stand stands a big cow with brown and white spots. The cow looks at Lina and goes ""Moo!"".","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s4","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Lina hat ein bisschen Angst und geht einen Schritt zurück. Der Bauer lacht leise und sagt: „Keine Angst, sie ist ganz sanft.“","Lina is a little scared and takes a step back. The farmer laughs quietly and says: ""No fear, she is very gentle.""","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s5","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Lina atmet tief ein und macht einen Schritt nach vorne. Langsam streckt sie ihre Hand aus und die Kuh leckt ihre Finger.","Lina takes a deep breath and takes a step forward. Slowly she reaches out her hand and the cow licks her fingers.","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s6","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Die Kuh hat warme, weiche Zunge. Lina muss lachen und dreht sich zu ihrer Mama um. „Die Kuh mag mich!“","The cow has a warm, soft tongue. Lina has to laugh and turns to her mom. ""The cow likes me!""","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s7","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Der Bauer nickt und gibt Lina eine Flasche Milch. „Die Milch kommt von dieser Kuh. Sie heißt Rosa.“","The farmer nods and gives Lina a bottle of milk. ""The milk comes from this cow. Her name is Rosa.""","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s8","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Lina nimmt die Milch, schaut Rosa an und sagt: „Danke, Rosa!“ Die Kuh blinzelt langsam mit den Augen.","Lina takes the milk, looks at Rosa and says: ""Thank you, Rosa!"" The cow blinks slowly with her eyes.","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s9","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Der Bauer zeigt Lina noch drei Hühner und ein kleines Schwein. Lina zählt: „Ein, zwei, drei, vier!“","The farmer shows Lina three more chickens and a small pig. Lina counts: ""One, two, three, four!""","CC BY-NC 4.0"
"de-ein-besuch-beim-bauern","s10","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-besuch-beim-bauern","Auf dem Weg nach Hause lächelt Lina die ganze Zeit. „Mama, nächste Woche besuchen wir Rosa wieder!“","On the way home Lina smiles the whole time. ""Mom, next week we'll visit Rosa again!""","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s1","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","Am Samstag fahren Maria und Jan in den Schwarzwald. Sie wollen wandern.","On Saturday, Maria and Jan drive to the Black Forest. They want to go hiking.","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s2","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","Die Luft ist frisch und der Wald ist grün. Sie gehen auf einem schmalen Weg zwischen hohen Bäumen.","The air is fresh and the forest is green. They walk along a narrow path between tall trees.","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s3","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","„Hör mal! Ein Vogel singt“, sagt Maria. Jan hört den Vogel und lächelt.","""Listen! A bird is singing,"" says Maria. Jan hears the bird and smiles.","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s4","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","Nach einer Stunde kommen sie zu einem kleinen See. Das Wasser ist klar und kalt.","After an hour, they reach a small lake. The water is clear and cold.","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s5","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","Sie setzen sich auf einen Stein und essen ihre Butterbrote.","They sit on a rock and eat their sandwiches.","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s6","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","„Der Schwarzwald ist so schön“, sagt Jan.","""The Black Forest is so beautiful,"" says Jan.","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s7","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","„Ja, ich bin gern in der Natur“, antwortet Maria.","""Yes, I love being in nature,"" replies Maria.","CC BY-NC 4.0"
"de-ein-tag-im-schwarzwald","s8","de","German","de-DE","A1","https://melolingua.com/learn-german/a1-stories/ein-tag-im-schwarzwald","Am Nachmittag gehen sie in ein Gasthaus und trinken heißen Kakao. Es ist ein perfekter Tag.","In the afternoon, they visit a guesthouse and sip hot cocoa. It is a perfect day.","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","s1","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","Am Montagmorgen öffnet Nico das Video-Meeting mit einer ruhigen Begrüßung, die wie ein sanfter Morgenwind wirkt.","On Monday morning, Nico opens the video meeting with a calm greeting, like a gentle morning breeze.","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","s2","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","Seine Chefin möchte drei klare Punkte zu den Zahlen vom letzten Monat und eine präzise Liste der nächsten Schritte.","His boss wants three clear points on last month's figures and a precise list of next steps.","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","s3","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","Nico erklärt ohne Fachwortschwall, dass zwei Projekte schneller laufen als geplant und dass ein Projekt drei Tage länger braucht wegen eines Lieferproblems.","Without drowning in jargon, Nico explains that two projects are ahead of schedule, while one needs three extra days due to a delivery issue.","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","s4","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","Die Kollegen stellen wenige, aber präzise Fragen, vor allem zum Budget für neue Softwaretests.","Colleagues ask few but precise questions, mainly about the budget for new software tests.","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","s5","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","Kurz vor dem Ende legt das Team neue Termine für Mittwoch und Freitag fest, und alle notieren ihre Aufgaben im Chat.","Just before the end, the team sets new appointments for Wednesday and Friday, and everyone notes their tasks in the chat.","CC BY-NC 4.0"
"de-das-team-meeting-am-montag","s6","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/das-team-meeting-am-montag","Direkt nach dem Meeting schreibt Nico eine höfliche Mail mit Datum, Verantwortlichen und Deadline, die fast so kurz wie sein mündlicher Bericht ist.","Right after the meeting, Nico writes a polite email with dates, responsible parties, and deadlines, almost as brief as his verbal report.","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","s1","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","Tim steht nach der Arbeit vor der kleinen Bäckerei an der Ecke. Drinnen riecht es nach warmem Brot und süßem Zimt, ein Duft, der die Sinne weckt.","After work, Tim stands outside the quaint corner bakery. Inside, it smells of warm bread and sweet cinnamon, a scent that awakens the senses.","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","s2","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","Die Verkäuferin lächelt und fragt mit einem freundlichen „Guten Tag“, ob er wie immer zwei Brötchen möchte.","The assistant smiles and asks with a friendly ""Guten Tag"" if he wants his usual two rolls.","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","s3","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","Tim nickt, zeigt auf ein dunkles Roggenbrot und sagt langsam: „Noch ein halbes, bitte.“","Tim nods, points at a dark rye loaf, and slowly says, ""Another half loaf, please.""","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","s4","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","Er zahlt mit Karte und steckt die Tüte in seinen Rucksack.","He pays by card and puts the bag in his backpack.","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","s5","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","Vor der Tür riecht Tim noch einmal bewusst an der warmen Kruste.","Outside the door, Tim deliberately smells the warm crust once more.","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","s6","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","Die Verkäuferin winkt ihm zu und wünscht ihm einen schönen Abend.","The saleswoman waves to him and wishes him a pleasant evening.","CC BY-NC 4.0"
"de-der-baecker-an-der-ecke","s7","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/der-baecker-an-der-ecke","Draußen flattert eine Taube fast gegen seinen Schuh, aber er lacht leise und geht nach Hause, wo die Küche bald nach frischem Brot duftet.","Outside, a pigeon nearly flutters against his shoe, but he chuckles softly and heads home, where the kitchen soon smells of fresh bread.","CC BY-NC 4.0"
"de-die-neue-kollegin","s1","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Mira begann am Montag ihre neue Arbeit in einer kleinen, lebhaften Designagentur.","Mira started her new job at a small, bustling design agency on Monday.","CC BY-NC 4.0"
"de-die-neue-kollegin","s2","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Sie war nervös, weil sie niemanden kannte und die Luft nach frischem Kaffee roch.","She was nervous because she didn't know anyone, and the air smelled of fresh coffee.","CC BY-NC 4.0"
"de-die-neue-kollegin","s3","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Ihr Schreibtisch stand neben dem Fenster, und auf dem Bildschirm lag ein Zettel: „Willkommen, Mira!“","Her desk was next to the window, and there was a note on the screen: ""Welcome, Mira!""","CC BY-NC 4.0"
"de-die-neue-kollegin","s4","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Am Vormittag zeigte ihr Kollege Ben ihr das Büro, die Küche und den gemütlichen Besprechungsraum.","In the morning, her colleague Ben showed her the office, the kitchen, and the cozy meeting room.","CC BY-NC 4.0"
"de-die-neue-kollegin","s5","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Danach stellte Ben ihr die anderen Kolleginnen und Kollegen vor.","Afterwards, Ben introduced her to the other colleagues.","CC BY-NC 4.0"
"de-die-neue-kollegin","s6","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Dann bekam Mira ihre erste Aufgabe: Sie sollte Ideen für ein Plakat sammeln.","Then Mira received her first task: she was to gather ideas for a poster.","CC BY-NC 4.0"
"de-die-neue-kollegin","s7","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Zuerst wusste sie nicht, was sie sagen sollte, während die Uhr leise tickte.","At first, she didn't know what to say as the clock ticked softly.","CC BY-NC 4.0"
"de-die-neue-kollegin","s8","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Aber Ben fragte nach ihrer Meinung, und Mira erklärte eine einfache Idee mit hellen Farben.","But Ben asked for her opinion, and Mira explained a simple idea with bright colors.","CC BY-NC 4.0"
"de-die-neue-kollegin","s9","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Das Team fand den Vorschlag gut und nickte zustimmend. Am Ende des Tages war Mira müde, aber stolz auf sich.","The team liked the suggestion and nodded in agreement. At the end of the day, Mira was tired but proud of herself.","CC BY-NC 4.0"
"de-die-neue-kollegin","s10","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/die-neue-kollegin","Sie hatte gelernt, dass ein neuer Anfang nicht perfekt sein muss, um gut zu werden.","She had learned that a new beginning doesn't have to be perfect to be good.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s1","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Jonas fuhr am Freitagabend mit zwei Freunden an einen kleinen, versteckten See in Bayern.","On Friday evening, Jonas drove with two friends to a small, hidden lake in Bavaria.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s2","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Sie wollten schwimmen, grillen und in einer einfachen, gemütlichen Hütte schlafen.","They wanted to swim, barbecue, and sleep in a simple, cozy cabin.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s3","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Am Samstagmorgen war das Wetter zuerst wie aus einem Bilderbuch. Die Sonne schien hell, und das Wasser glitzerte ruhig.","On Saturday morning, the weather was picture-perfect at first. The sun shone brightly, and the water glittered calmly.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s4","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Nach dem Frühstück gingen sie spazieren und sammelten Holz für das Lagerfeuer am Abend.","After breakfast, they went for a walk and collected wood for the campfire in the evening.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s5","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Plötzlich wurde der Himmel dunkel, und ein starker Regen prasselte nieder.","Suddenly, the sky turned dark, and heavy rain poured down.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s6","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Die Freunde liefen schnell zur Hütte zurück, um sich zu schützen.","The friends quickly ran back to the cabin for shelter.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s7","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Drinnen kochten sie eine heiße Suppe, spielten Karten und erzählten sich Geschichten.","Inside, they cooked hot soup, played cards, and shared stories.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s8","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Am Abend hörte der Regen auf, und die Luft war frisch.","In the evening, the rain stopped, and the air was fresh.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s9","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Der See war still, und über dem Wasser lag ein geheimnisvoller Nebel.","The lake was quiet, and a mysterious fog lay over the water.","CC BY-NC 4.0"
"de-ein-wochenende-am-see","s10","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/ein-wochenende-am-see","Jonas dachte, dass das Wochenende anders war als geplant, aber vielleicht gerade deshalb besonders schön.","Jonas thought that the weekend was different from what they planned, but perhaps that made it especially beautiful.","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","s1","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","Jonas steht früh in der Bäckerei Schlange. Der Duft von Butter und warmem Korn füllt die Luft. Er bestellt zwei Brötchen mit Käse und einen Kaffee zum Mitnehmen.","Jonas stands in line early at the bakery. The scent of butter and warm grain fills the air. He orders two cheese rolls and a coffee to go.","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","s2","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","Er gibt der Verkäuferin einen wiederverwendbaren Becher.","He hands the saleswoman a reusable cup.","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","s3","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","Sie legt die Brötchen sorgfältig in eine Papiertüte und erklärt, dass das Roggenbrot in zehn Minuten frisch aus dem Ofen kommt.","She carefully places the rolls into a paper bag and explains that the rye bread will be fresh from the oven in ten minutes.","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","s4","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","Jonas entscheidet sich trotzdem für die schnelle Variante und bedankt sich mit einem klaren „vielen Dank“ am Ende.","Jonas opts for the quicker choice and thanks her with a clear ""vielen Dank"" at the end.","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","s5","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","Draußen trifft er eine Nachbarin, die dasselbe Roggenbrot abholen will. Sie lachen über ihre hungrigen Katzen zu Hause.","Outside, he meets a neighbor who wants to pick up the same rye bread. They laugh about their hungry cats at home.","CC BY-NC 4.0"
"de-morgens-in-der-baeckerei","s6","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/morgens-in-der-baeckerei","Jonas verabschiedet sich von der Nachbarin und geht mit seinem Frühstück zur Arbeit.","Jonas says goodbye to his neighbor and heads to work with his breakfast.","CC BY-NC 4.0"
"de-spaete-im-supermarkt","s1","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","Nach einem langen Bürotag betritt Lea gegen acht Uhr den Supermarkt um die Ecke, weil der Kühlschrank fast leer ist.","After a long day at the office, Lea steps into the corner supermarket around eight because the fridge is nearly empty.","CC BY-NC 4.0"
"de-spaete-im-supermarkt","s2","de","German","de-DE","A2","https://melolingua.com/learn-german/a2-stories/spaete-im-supermarkt","Sie braucht Milch, Joghurt und frisches Brot und möchte auch eine kleine Packung Tomaten für den Salat morgen finden.","She needs milk, yogurt, and fresh bread, and she also wants to find a small pack of tomatoes for tomorrow's salad.","CC BY-NC 4.0"
